max_d,max_p,months_since,sizerank,state
"20061101T000000",526300,45,1,NY
"20060901T000000",593400,43,2,CA
"20070101T000000",247400,48,3,IL
"20070901T000000",121400,55,4,PA
"20060601T000000",245600,40,5,AZ
"20060701T000000",298100,41,6,NV
"20051001T000000",543200,32,7,CA
"20071101T000000",123400,57,8,TX
"20070301T000000",698000,49,9,CA
"20061101T000000",177800,45,10,FL
"20070901T000000",830200,55,11,CA
"20080101T000000",216200,59,12,TX
"20051201T000000",78700,34,13,MI
"20060401T000000",122200,38,14,OH
"20070301T000000",89800,49,15,TN
"20071101T000000",161600,57,16,NC
"20071201T000000",123700,58,17,TX
"20051001T000000",378400,32,18,MA
"20070801T000000",468100,54,19,WA
"20070701T000000",130000,53,20,MD
"20070301T000000",226500,49,21,CO
"20070401T000000",398500,50,22,DC
"20070901T000000",157200,55,23,TN
"20060401T000000",136600,38,24,WI
"20060501T000000",209900,39,25,AZ
"20070801T000000",298800,54,26,OR
"20081101T000000",109600,70,27,OK
"20060901T000000",133900,43,28,NE
"20071001T000000",199700,56,29,NM
"20060501T000000",286600,39,30,CA
"20060101T000000",352700,36,31,CA
"20060401T000000",245800,38,32,AZ
"20060701T000000",556900,41,33,CA
"20070701T000000",160100,53,34,MO
"20070401T000000",276200,50,35,VA
"20070701T000000",203900,53,36,CO
"20060401T000000",198000,38,37,GA
"20070301T000000",374200,49,38,FL
"20070301T000000",545200,49,39,CA
"20080701T000000",93000,65,40,OK
"20060301T000000",85900,37,41,OH
"20060501T000000",556600,39,42,HI
"20060401T000000",221700,38,43,MN
,nan,nan,44,LA
"20071101T000000",136200,57,45,TX
"20071201T000000",187700,58,46,NC
"20090601T000000",111000,76,47,KS
"20061001T000000",206300,44,48,FL
"20060601T000000",612800,40,49,CA
"20070101T000000",614700,48,50,CA
"20050201T000000",188200,25,51,CO
"20070401T000000",131700,50,52,MO
"20061201T000000",122800,46,53,OH
"20080901T000000",81300,68,54,PA
"20060901T000000",419700,43,55,CA
"20070901T000000",219400,55,56,GA
"20070801T000000",302000,54,57,AK
"20060501T000000",312500,39,58,CA
"20060501T000000",203200,39,59,MN
"20060301T000000",84800,37,60,OH
"20070401T000000",447700,50,61,MD
"20050901T000000",142600,32,62,KY
"20070401T000000",314000,50,63,NJ
"20061101T000000",193200,45,64,FL
"20060301T000000",376500,37,65,CA
"20071101T000000",213100,57,66,TX
"20060301T000000",314700,37,67,AZ
"20080901T000000",98700,68,68,KY
"20060401T000000",356300,38,69,NV
"20060401T000000",349800,38,70,CA
"20071201T000000",127200,58,71,AL
"20070501T000000",369500,51,72,NJ
"20050201T000000",107800,25,73,TX
"20060501T000000",251300,39,74,AZ
"20080701T000000",161900,65,75,NC
"20060801T000000",230600,42,76,FL
"20070501T000000",196600,51,77,VA
"20061001T000000",190300,44,78,FL
"20060401T000000",142600,38,79,FL
"20061001T000000",100600,44,80,IN
"20071101T000000",126500,57,81,NC
"20060501T000000",131200,39,82,NE
"20060801T000000",331700,42,83,CA
"20060801T000000",536300,42,84,CA
"20060501T000000",560400,39,85,CA
"20060901T000000",269100,43,86,VA
"20070301T000000",274600,49,87,FL
"20060301T000000",202400,37,88,WI
"20060601T000000",423400,40,89,CA
"20060401T000000",277600,38,90,FL
"20090701T000000",115800,77,91,TN
"20060901T000000",105200,43,92,TX
"20060401T000000",290400,38,93,NV
"20061201T000000",178700,46,94,GA
"20060201T000000",674500,37,95,CA
"20081101T000000",113400,70,96,NC
"20090501T000000",120300,75,97,MO
"20060101T000000",564800,36,98,VA
"20071101T000000",137200,57,99,TX
"20060301T000000",339700,37,100,AZ
"20060201T000000",480800,37,101,AZ
"20081101T000000",59200,70,102,NY
"20080401T000000",125900,62,103,NC
"20060501T000000",781700,39,104,CA
"20080201T000000",158400,61,105,VA
"20060301T000000",393600,37,106,FL
"20060501T000000",599100,39,107,CA
"20060101T000000",276400,36,108,FL
"20060401T000000",561400,38,109,CA
"20070901T000000",116600,55,110,IA
"20060401T000000",353800,38,111,NV
"20071001T000000",158600,56,112,WA
"20071201T000000",92100,58,113,GA
"20070601T000000",243800,52,114,WA
"20060201T000000",114400,37,115,MI
"20060401T000000",510200,38,116,CA
"20061101T000000",193600,45,117,FL
"20060101T000000",388300,36,118,VA
"20061201T000000",170200,46,119,FL
"20060701T000000",687500,41,120,CA
"20070401T000000",215700,50,121,ID
"20070901T000000",122600,55,122,SC
"20071001T000000",73600,56,123,AL
"20090501T000000",271100,75,124,UT
"20060501T000000",788300,39,125,CA
"20050701T000000",82600,29,126,OH
"20070701T000000",112900,53,127,IL
"20060401T000000",611600,38,128,CA
"20060101T000000",241000,36,129,MA
"20060801T000000",387300,42,130,CA
"20081001T000000",130300,68,131,AR
"20060301T000000",248400,37,132,FL
"20061101T000000",71200,45,133,TX
"20060201T000000",233200,37,134,RI
"20071201T000000",109700,58,135,TX
"20060901T000000",336100,43,136,CA
"20071101T000000",225400,57,137,CO
"20070401T000000",100900,50,138,LA
"20060101T000000",104600,36,139,IN
"20070101T000000",487800,48,140,NY
"20061001T000000",584500,44,141,CA
"20060201T000000",358400,37,142,FL
"20070801T000000",118900,54,143,TN
,nan,nan,144,GA
"20070401T000000",200300,50,145,IL
"20060601T000000",431800,40,146,CA
"20090701T000000",78300,77,147,MS
"20070601T000000",134500,52,148,TX
"20060601T000000",517800,40,149,CA
"20090701T000000",228200,77,150,KS
"20071001T000000",199900,56,151,VA
"20060701T000000",619200,41,152,CA
"20061101T000000",116100,45,153,TX
"20071001T000000",146300,56,154,VA
"20060401T000000",273400,38,155,AZ
"20070101T000000",240000,48,156,WA
"20081101T000000",150400,70,157,AL
"20060201T000000",505800,37,158,CA
"20060701T000000",372000,41,159,CA
"20080801T000000",117200,66,160,KS
"20060101T000000",468200,36,161,CA
"20061201T000000",123600,46,162,CO
"20060401T000000",314900,38,163,VA
"20060301T000000",279200,37,164,FL
"20070601T000000",150900,52,165,MA
"20060701T000000",324700,41,166,FL
"20071101T000000",153100,57,167,TN
"20090701T000000",121600,77,168,TN
"20070401T000000",396400,50,169,IL
"20060201T000000",298300,37,170,AZ
"20051201T000000",540900,34,171,VA
"20060601T000000",546800,40,172,CA
"20060901T000000",417100,43,173,CA
"20070801T000000",92400,54,174,KS
"20060301T000000",308600,37,175,FL
"20080901T000000",77100,68,176,NY
"20070701T000000",206600,53,177,OR
"20060501T000000",289000,39,178,FL
"20070101T000000",336200,48,179,NJ
"20060301T000000",235100,37,180,CO
"20051201T000000",477800,34,181,VA
,nan,nan,182,OH
"20060801T000000",195700,42,183,AZ
"20071201T000000",817300,58,184,CA
"20060401T000000",278000,38,185,CA
"20090601T000000",172000,76,186,NM
"20061201T000000",251600,46,187,SC
"20071101T000000",106500,57,188,TX
"20061101T000000",238700,45,189,CT
"20070501T000000",251600,51,190,OR
"20060501T000000",490200,39,191,CA
"20090601T000000",148900,76,192,TX
"20080101T000000",189200,59,193,TX
"20071101T000000",180100,57,194,VA
"20070401T000000",668700,50,195,CA
"20060301T000000",704600,37,196,CA
"20070501T000000",136400,51,197,SC
"20071101T000000",120600,57,198,TX
"20060601T000000",642700,40,199,CA
"20050701T000000",144600,29,200,MI
"20071201T000000",195200,58,201,TX
"20080601T000000",210700,64,202,UT
"20070501T000000",377200,51,203,WA
"20060801T000000",103700,42,204,OH
"20090601T000000",184700,76,205,LA
"20051201T000000",458600,34,206,CA
"20070301T000000",511800,49,207,CA
"20060701T000000",685500,41,208,CA
"20070101T000000",222400,48,209,CT
"20070801T000000",260800,54,210,GA
"20050701T000000",67600,29,211,MI
"20070301T000000",406300,49,212,CA
"20090701T000000",114300,77,213,TX
"20071001T000000",588400,56,214,WA
"20040301T000000",75000,13,215,MI
"20050801T000000",140200,30,216,IN
"20090601T000000",198500,76,217,KS
"20060901T000000",319500,43,218,FL
"20060401T000000",276000,38,219,AZ
"20060301T000000",396000,37,220,FL
"20070501T000000",438400,51,221,CA
"20061101T000000",142200,45,222,OH
"20080801T000000",134900,66,223,CT
"20070201T000000",551400,49,224,CT
"20070501T000000",126200,51,225,GA
"20060701T000000",583100,41,226,CA
"20060101T000000",578600,36,227,CA
"20050701T000000",190800,29,228,MI
"20070201T000000",382200,49,229,NJ
"20071201T000000",259900,58,230,TX
"20061101T000000",154300,45,231,IL
"20071101T000000",171900,57,232,TX
"20090701T000000",191700,77,233,MT
"20071001T000000",134100,56,234,PA
"20090601T000000",420600,76,235,NM
"20060401T000000",461800,38,236,CA
"20090601T000000",104200,76,237,MO
"20070401T000000",699300,50,238,CA
"20080701T000000",279500,65,239,NC
"20090601T000000",186900,76,240,TX
"20060501T000000",282500,39,241,AZ
"20050901T000000",766000,32,242,CA
"20060601T000000",324100,40,243,CA
"20071101T000000",124000,57,244,OK
"20060101T000000",518700,36,245,VA
"20090201T000000",106900,73,246,IL
"20090701T000000",135500,77,247,LA
"20071101T000000",142800,57,248,TX
"20060901T000000",611300,43,249,CA
"20051201T000000",213000,34,250,CO
"20060501T000000",333100,39,251,MD
"20060201T000000",214800,37,252,CO
"20060501T000000",104700,39,253,MI
"20060701T000000",330400,41,254,CA
"20070401T000000",157100,50,255,CT
"20060701T000000",193200,41,256,FL
"20060601T000000",496900,40,257,CA
"20070501T000000",248500,51,258,FL
"20060601T000000",765600,40,259,CA
"20060101T000000",141400,36,260,GA
"20060101T000000",236900,36,261,NH
"20060301T000000",518000,37,262,CA
"20051201T000000",564500,34,263,CA
"20060501T000000",642800,39,264,CA
"20060701T000000",489200,41,265,CA
"20071101T000000",97700,57,266,IL
"20060401T000000",340800,38,267,CA
"20050601T000000",283000,28,268,MI
"20051101T000000",257700,34,269,MA
"20070901T000000",161500,55,270,GA
"20060401T000000",393000,38,271,CA
"20050601T000000",441900,28,272,MA
"20051101T000000",331700,34,273,NV
"20060101T000000",466300,36,274,CA
"20061101T000000",482700,45,275,CA
"20060301T000000",307000,37,276,CA
"20070401T000000",460900,50,277,CA
"20090701T000000",169900,77,278,TX
"20060901T000000",654500,43,279,CA
"20080101T000000",273400,59,280,UT
"20070801T000000",175300,54,281,ID
"20070701T000000",298100,53,282,WA
,nan,nan,283,OK
"20090501T000000",225600,75,284,UT
"20071001T000000",97000,56,285,SC
"20060901T000000",375300,43,286,OR
"20060401T000000",190700,38,287,FL
"20070301T000000",146400,49,288,AL
"20060501T000000",223000,39,289,FL
"20051201T000000",512800,34,290,VA
"20070701T000000",209900,53,291,NC
"20060401T000000",263000,38,292,FL
"20060701T000000",338000,41,293,CA
"20080401T000000",223200,62,294,CO
"20061201T000000",131000,46,295,SC
"20060501T000000",153600,39,296,GA
"20080701T000000",148100,65,297,ND
"20060401T000000",385300,38,298,NJ
"20060801T000000",525200,42,299,CA
"20060201T000000",698000,37,300,CA
"20060401T000000",479000,38,301,CA
"20071201T000000",164300,58,302,TX
"20070601T000000",285300,52,303,OR
"20060701T000000",264400,41,304,FL
"20060301T000000",286200,37,305,FL
"20050301T000000",157300,25,306,MO
"20071001T000000",77200,56,307,PA
"20090601T000000",137500,76,308,NC
"20061101T000000",143100,45,309,GA
"20060901T000000",121500,43,310,WI
"20060401T000000",495600,38,311,CA
"20060801T000000",311700,42,312,CA
"20070901T000000",795000,55,313,CA
"20060201T000000",342700,37,314,CA
"20070501T000000",710000,51,315,CA
"20060801T000000",391000,42,316,CA
"20050601T000000",197200,28,317,MI
"20061101T000000",571800,45,318,CA
"20050301T000000",153100,25,319,MI
"20070401T000000",474000,50,320,CA
"20070801T000000",402700,54,321,GA
"20070901T000000",116500,55,322,NY
"20071001T000000",176500,56,323,NY
"20071101T000000",181700,57,324,TX
"20071201T000000",176200,58,325,VA
"20090701T000000",127600,77,326,TX
"20060801T000000",365900,42,327,MD
"20061101T000000",197600,45,328,FL
"20060501T000000",236700,39,329,FL
"20060601T000000",191300,40,330,FL
"20061101T000000",203800,45,331,GA
"20060601T000000",350100,40,332,FL
"20060801T000000",371200,42,333,PA
"20060801T000000",385700,42,334,MD
"20050301T000000",707000,25,335,MA
"20051201T000000",274300,34,336,MA
"20071001T000000",107600,56,337,GA
"20061001T000000",171600,44,338,FL
"20090501T000000",188100,75,339,KS
"20060701T000000",230500,41,340,FL
"20060101T000000",600400,36,341,CA
"20060501T000000",730500,39,342,CA
"20060201T000000",779900,37,343,CA
"20060301T000000",320200,37,344,NJ
"20060701T000000",515000,41,345,CA
"20060401T000000",273900,38,346,CO
"20060701T000000",234900,41,347,FL
"20070401T000000",156000,50,348,WI
"20040901T000000",83200,20,349,IN
"20060301T000000",233200,37,350,CO
"20080901T000000",85700,68,351,OK
"20060701T000000",446900,41,352,MD
"20050401T000000",171000,26,353,MI
"20060701T000000",387200,41,354,CA
"20060201T000000",379400,37,355,CA
"20060601T000000",312000,40,356,CO
"20060101T000000",244500,36,357,MA
"20070301T000000",314100,49,358,WA
"20070701T000000",274200,53,359,OR
"20080101T000000",321700,59,360,UT
"20071101T000000",140900,57,361,IL
"20060801T000000",304100,42,362,PA
"20050601T000000",162800,28,363,CO
"20050601T000000",239900,28,364,MI
"20061101T000000",222600,45,365,IL
"20070601T000000",238600,52,366,ID
"20060801T000000",1.0263e+06,42,367,CA
"20080301T000000",154300,61,368,WA
"20080701T000000",155900,65,369,WA
"20041201T000000",96400,22,370,IN
"20080801T000000",149400,66,371,GA
"20060501T000000",343300,39,372,FL
"20061101T000000",140900,45,373,GA
"20060301T000000",102200,37,374,MI
"20090601T000000",193800,76,375,WY
"20061201T000000",172200,46,376,GA
"20041201T000000",94300,22,377,IN
"20060301T000000",633600,37,378,CA
"20070901T000000",119500,55,379,IN
,nan,nan,380,TX
,nan,nan,381,MN
"20060901T000000",253200,43,382,FL
"20080201T000000",240000,61,383,UT
"20090201T000000",115300,73,384,SC
"20061101T000000",410500,45,385,FL
"20051101T000000",257300,34,386,MA
"20070901T000000",148900,55,387,NC
"20060701T000000",357000,41,388,AZ
"20071101T000000",204700,57,389,TX
"20070701T000000",330400,53,390,TN
"20051101T000000",554500,34,391,VA
"20070401T000000",281600,50,392,VA
"20090201T000000",115300,73,393,LA
"20060801T000000",327700,42,394,NJ
"20071201T000000",123000,58,395,NJ
"20060401T000000",240600,38,396,MN
"20060201T000000",268400,37,397,NH
"20080901T000000",175700,68,398,OK
"20071101T000000",334600,57,399,NC
"20051001T000000",288800,32,400,MA
"20070201T000000",335600,49,401,VA
"20070401T000000",62800,50,402,PA
"20061101T000000",222800,45,403,IL
"20060301T000000",156500,37,404,MI
"20050901T000000",147100,32,405,MI
"20060801T000000",392700,42,406,MD
"20061201T000000",192700,46,407,GA
"20081001T000000",425500,68,408,CO
"20060801T000000",399200,42,409,NJ
"20061101T000000",470100,45,410,CT
"20051101T000000",358300,34,411,CA
"20070201T000000",584500,49,412,CA
"20051101T000000",292200,34,413,NY
,nan,nan,414,IN
"20060701T000000",255100,41,415,FL
"20050701T000000",274500,29,416,MI
"20060501T000000",358300,39,417,MD
"20060201T000000",472000,37,418,CA
"20060701T000000",536300,41,419,CA
"20060201T000000",244000,37,420,AZ
"20071101T000000",125400,57,421,TN
"20060501T000000",506900,39,422,CA
"20051101T000000",130200,34,423,OH
"20050601T000000",260900,28,424,MI
"20070401T000000",179400,50,425,WA
"20070601T000000",148600,52,426,SC
"20050601T000000",265000,28,427,MI
"20060101T000000",1.1278e+06,36,428,CA
"20080401T000000",147700,62,429,UT
"20060301T000000",524100,37,430,CA
"20051001T000000",565100,32,431,VA
"20070601T000000",332600,52,432,WA
"20070601T000000",182700,52,433,GA
"20071101T000000",209900,57,434,CO
"20051001T000000",462100,32,435,VA
"20070401T000000",110100,50,436,TN
"20061001T000000",151800,44,437,GA
"20070801T000000",858000,54,438,CA
"20050901T000000",371000,32,439,MA
"20060401T000000",354400,38,440,CT
"20051001T000000",388700,32,441,CA
"20070701T000000",310900,53,442,CO
"20090601T000000",148200,76,443,MS
"20031101T000000",179200,9,444,MI
"20070401T000000",278800,50,445,MD
"20060201T000000",257200,37,446,MO
"20070201T000000",118300,49,447,GA
"20071201T000000",187500,58,448,GA
"20050901T000000",581300,32,449,VA
"20071101T000000",96600,57,450,TN
"20060301T000000",683000,37,451,CA
"20070701T000000",309100,53,452,GA
"20060401T000000",552600,38,453,CA
"20051101T000000",228700,34,454,CO
"20061101T000000",154400,45,455,GA
"20060501T000000",271400,39,456,OR
"20070801T000000",105000,54,457,AR
"20060401T000000",267800,38,458,RI
"20071101T000000",78400,57,459,NJ
"20060101T000000",193800,36,460,FL
"20090701T000000",148200,77,461,LA
"20060601T000000",703300,40,462,CA
"20070201T000000",233300,49,463,MN
"20081001T000000",151600,68,464,IL
"20060101T000000",746000,36,465,CA
"20060901T000000",158600,43,466,GA
"20061101T000000",207300,45,467,FL
"20060801T000000",562200,42,468,CA
"20051201T000000",153400,34,469,FL
"20060501T000000",238700,39,470,MA
"20070901T000000",136000,55,471,WI
"20060401T000000",719800,38,472,CA
"20060401T000000",588700,38,473,CA
"20081101T000000",173500,70,474,IA
"20071101T000000",96800,57,475,PA
"20060401T000000",431900,38,476,CA
"20050601T000000",151100,28,477,IN
"20060701T000000",365400,41,478,IL
"20090701T000000",111200,77,479,TX
,nan,nan,480,SC
"20070301T000000",537500,49,481,CA
"20090601T000000",171700,76,482,TX
"20061001T000000",175200,44,483,PA
"20070701T000000",826600,53,484,CA
"20070201T000000",365000,49,485,IL
"20060801T000000",529500,42,486,CA
"20061001T000000",196600,44,487,FL
"20060601T000000",641700,40,488,CA
"20070601T000000",105100,52,489,GA
"20061001T000000",137500,44,490,GA
"20060801T000000",507900,42,491,CA
"20031201T000000",244100,10,492,MI
"20060901T000000",161300,43,493,IL
"20090701T000000",124200,77,494,AR
"20070801T000000",555100,54,495,WA
"20070601T000000",111900,52,496,NC
"20050901T000000",390500,32,497,MA
"20070801T000000",171100,54,498,CT
"20071201T000000",141400,58,499,TN
"20070301T000000",283200,49,500,UT
"20060701T000000",468300,41,501,CA
"20090701T000000",185900,77,502,IN
"20060501T000000",186500,39,503,FL
"20060401T000000",418300,38,504,CA
"20060601T000000",332900,40,505,FL
"20060801T000000",252700,42,506,FL
"20061101T000000",140700,45,507,SC
"20051201T000000",179700,34,508,MI
"20060801T000000",195100,42,509,FL
"20060401T000000",373000,38,510,CA
"20060401T000000",232200,38,511,RI
"20050601T000000",279400,28,512,MI
"20070301T000000",182300,49,513,MO
,nan,nan,514,NC
"20060801T000000",218700,42,515,CA
"20060101T000000",528900,36,516,CA
"20060901T000000",213100,43,517,FL
"20060901T000000",329700,43,518,FL
"20060701T000000",237400,41,519,CA
"20061101T000000",444100,45,520,CA
"20070801T000000",369800,54,521,WA
"20060401T000000",706000,38,522,CA
"20060101T000000",856000,36,523,CA
"20060201T000000",703600,37,524,NY
"20060501T000000",647100,39,525,CA
"20070601T000000",204900,52,526,OR
"20051201T000000",637600,34,527,CA
"20060401T000000",513400,38,528,CA
"20070701T000000",464400,53,529,CA
"20080701T000000",175100,65,530,SC
"20080501T000000",102900,63,531,IN
"20060501T000000",253200,39,532,FL
"20060401T000000",409900,38,533,VA
"20071001T000000",213100,56,534,NY
"20070801T000000",205600,54,535,GA
"20060901T000000",359700,43,536,SC
"20060601T000000",250400,40,537,IL
"20060801T000000",298300,42,538,NJ
"20060801T000000",216600,42,539,FL
"20090701T000000",113500,77,540,TN
"20071101T000000",199800,57,541,NC
"20060201T000000",816700,37,542,CA
"20070501T000000",210500,51,543,GA
"20060801T000000",315800,42,544,NJ
"20070601T000000",263600,52,545,OR
"20081101T000000",118800,70,546,NC
"20050701T000000",376900,29,547,MA
"20070201T000000",173400,49,548,FL
"20060701T000000",326700,41,549,CA
"20070801T000000",477600,54,550,WA
"20070701T000000",530500,53,551,HI
"20060301T000000",819100,37,552,CA
"20060101T000000",307700,36,553,CA
"20090701T000000",163400,77,554,ND
"20080801T000000",151200,66,555,SC
"20071201T000000",209200,58,556,NC
"20060801T000000",198000,42,557,AZ
"20080301T000000",143900,61,558,NC
"20060101T000000",463900,36,559,VA
"20060301T000000",539600,37,560,CA
"20081101T000000",142200,70,561,WA
"20060501T000000",245500,39,562,RI
"20061001T000000",252100,44,563,WA
"20050701T000000",481100,29,564,CA
"20090601T000000",158200,76,565,MT
"20060801T000000",218300,42,566,MO
"20051201T000000",166200,34,567,MI
"20070601T000000",390300,52,568,NJ
"20061101T000000",278200,45,569,IL
"20060301T000000",387500,37,570,CA
"20060401T000000",554900,38,571,MD
"20090701T000000",180500,77,572,IN
"20070201T000000",316600,49,573,MN
"20070201T000000",352900,49,574,MD
"20070701T000000",301400,53,575,WA
"20080201T000000",199700,61,576,WY
"20060601T000000",243500,40,577,CA
"20070501T000000",466400,51,578,CA
"20061001T000000",40900,44,579,OH
"20071101T000000",259200,57,580,TX
"20060101T000000",267700,36,581,AZ
"20080101T000000",114100,59,582,TX
"20050601T000000",96400,28,583,IN
"20060401T000000",841600,38,584,CA
"20080601T000000",1.3272e+06,64,585,CA
"20070401T000000",668600,50,586,CA
"20070501T000000",400300,51,587,NJ
"20061101T000000",649400,45,588,CA
"20090601T000000",156100,76,589,LA
"20090701T000000",118300,77,590,IA
"20070301T000000",311000,49,591,IL
"20050801T000000",102500,30,592,IN
"20090701T000000",92600,77,593,AR
"20060401T000000",203600,38,594,FL
"20060301T000000",704700,37,595,VA
"20071101T000000",286200,57,596,NJ
"20060501T000000",479800,39,597,FL
"20060401T000000",640500,38,598,CA
"20070801T000000",306100,54,599,WA
"20070901T000000",175400,55,600,MD
"20060401T000000",294800,38,601,VA
"20051101T000000",691700,34,602,CA
"20060501T000000",273600,39,603,MN
"20060901T000000",188600,43,604,FL
"20060801T000000",490000,42,605,CA
"20060401T000000",124800,38,606,WI
"20060801T000000",326700,42,607,MD
,nan,nan,608,LA
"20070501T000000",209100,51,609,PA
,nan,nan,610,LA
"20070801T000000",312400,54,611,WA
"20080501T000000",108400,63,612,NC
"20071001T000000",275000,56,613,OR
"20050701T000000",301000,29,614,MI
"20090201T000000",143100,73,615,GA
"20070701T000000",525100,53,616,NY
"20060201T000000",296100,37,617,FL
"20060201T000000",787300,37,618,MD
"20070301T000000",244900,49,619,IL
"20090701T000000",168100,77,620,MS
"20060301T000000",188700,37,621,FL
"20071001T000000",125300,56,622,WI
"20060501T000000",92800,39,623,OH
"20060401T000000",265900,38,624,MN
"20071201T000000",107900,58,625,TX
"20070701T000000",303800,53,626,CT
,nan,nan,627,SC
"20061101T000000",300400,45,628,VA
"20071201T000000",112400,58,629,NC
"20050801T000000",123100,30,630,MI
"20060401T000000",262900,38,631,OR
,nan,nan,632,IA
"20051101T000000",132500,34,633,IN
"20060801T000000",316600,42,634,AZ
"20051201T000000",231900,34,635,FL
"20060501T000000",211400,39,636,MN
"20070201T000000",329300,49,637,IL
"20061101T000000",433900,45,638,NJ
"20061001T000000",491700,44,639,CA
"20080901T000000",83600,68,640,NY
"20061101T000000",322600,45,641,IL
"20061101T000000",177100,45,642,GA
"20060601T000000",114700,40,643,OH
"20080401T000000",118600,62,644,WI
"20060301T000000",868500,37,645,CA
"20060401T000000",784400,38,646,CA
"20060601T000000",840200,40,647,CA
"20060401T000000",302600,38,648,MN
"20061001T000000",190000,44,649,NJ
"20060601T000000",257100,40,650,MN
"20071201T000000",205700,58,651,TX
"20060601T000000",567000,40,652,CA
"20071201T000000",277900,58,653,IN
"20060501T000000",325100,39,654,MN
"20090701T000000",205300,77,655,KS
"20061001T000000",460700,44,656,NY
"20060301T000000",261600,37,657,CT
"20070801T000000",199000,54,658,TN
"20070401T000000",219300,50,659,CT
"20071101T000000",122100,57,660,WI
"20060401T000000",278100,38,661,FL
"20060401T000000",228000,38,662,FL
"20051201T000000",193000,34,663,OH
"20070401T000000",201200,50,664,CT
"20060101T000000",460700,36,665,VA
"20080101T000000",226500,59,666,UT
"20070701T000000",168600,53,667,MD
"20080701T000000",111000,65,668,PA
"20050501T000000",419900,27,669,MA
"20060201T000000",665500,37,670,CA
"20051001T000000",294100,32,671,MA
"20071101T000000",138100,57,672,NE
"20070801T000000",266200,54,673,WA
"20060701T000000",596400,41,674,CA
"20060301T000000",396100,37,675,FL
"20070201T000000",1.4081e+06,49,676,CT
"20070501T000000",255400,51,677,FL
"20060501T000000",792800,39,678,CA
"20051201T000000",101700,34,679,MI
"20070501T000000",222200,51,680,FL
"20051101T000000",339100,34,681,MA
"20060801T000000",513200,42,682,CA
"20060301T000000",229600,37,683,MN
"20050801T000000",193500,30,684,MI
"20060201T000000",752500,37,685,CA
"20070901T000000",208300,55,686,CT
"20070401T000000",403200,50,687,CA
"20070301T000000",231700,49,688,IL
"20060201T000000",1.4767e+06,37,689,CA
"20070701T000000",473100,53,690,HI
"20061101T000000",219200,45,691,FL
"20060401T000000",411400,38,692,MD
"20060501T000000",438400,39,693,CA
"20060901T000000",334600,43,694,MD
"20060901T000000",364700,43,695,IL
"20050701T000000",448100,29,696,NV
"20070401T000000",726300,50,697,CA
"20080201T000000",220600,61,698,SC
"20050601T000000",135800,28,699,MI
"20060401T000000",968700,38,700,CA
"20060101T000000",640800,36,701,CA
"20060701T000000",210400,41,702,FL
"20090601T000000",324300,76,703,MT
"20070901T000000",184900,55,704,TX
"20090501T000000",102100,75,705,TX
"20061001T000000",230900,44,706,GA
"20061101T000000",250900,45,707,IL
"20090601T000000",102800,76,708,LA
"20051201T000000",488900,34,709,CA
"20070301T000000",183000,49,710,MO
"20071001T000000",134300,56,711,LA
"20071101T000000",147300,57,712,TX
"20060301T000000",437600,37,713,CA
"20060101T000000",558600,36,714,VA
"20070101T000000",388200,48,715,FL
"20071001T000000",254900,56,716,VA
"20061101T000000",173600,45,717,IA
"20060701T000000",269300,41,718,FL
"20061001T000000",425200,44,719,NJ
"20070701T000000",730900,53,720,CA
"20060401T000000",420000,38,721,CA
"20060701T000000",259100,41,722,FL
"20050701T000000",438200,29,723,CA
"20070801T000000",127200,54,724,OH
"20060801T000000",120200,42,725,OH
"20060901T000000",555000,43,726,CA
"20060401T000000",614700,38,727,CA
"20060201T000000",74900,37,728,OH
"20070801T000000",140400,54,729,NY
"20060801T000000",597800,42,730,NY
"20060101T000000",385100,36,731,CA
"20070601T000000",178700,52,732,MA
"20050701T000000",395800,29,733,MA
"20060401T000000",626700,38,734,CA
"20070501T000000",400000,51,735,NY
"20070501T000000",259100,51,736,PA
"20081101T000000",82500,70,737,OK
"20060401T000000",385900,38,738,NJ
"20070401T000000",450700,50,739,CA
"20070301T000000",185400,49,740,GA
"20070301T000000",129600,49,741,WI
"20051101T000000",75000,34,742,MI
"20051201T000000",443600,34,743,CA
"20090601T000000",154500,76,744,ND
"20061101T000000",230200,45,745,CA
"20071101T000000",194900,57,746,OR
"20060701T000000",352000,41,747,CA
"20060601T000000",96900,40,748,OH
"20061101T000000",220000,45,749,OH
"20060901T000000",154700,43,750,SC
"20071101T000000",167300,57,751,IN
"20080101T000000",266200,59,752,NJ
"20060701T000000",223900,41,753,FL
"20061101T000000",211600,45,754,FL
"20070501T000000",537600,51,755,CA
"20060601T000000",328600,40,756,MD
"20080401T000000",1.126e+06,62,757,CA
"20060401T000000",164600,38,758,FL
"20060801T000000",225200,42,759,FL
"20060601T000000",539200,40,760,NJ
"20070301T000000",352000,49,761,IL
"20060601T000000",270600,40,762,FL
"20070801T000000",442200,54,763,WA
"20080201T000000",130500,61,764,OH
"20080501T000000",236800,63,765,UT
"20050501T000000",342900,27,766,MA
"20060201T000000",589300,37,767,CT
"20051201T000000",470500,34,768,CA
,nan,nan,769,GA
"20060901T000000",266300,43,770,CO
"20060501T000000",244500,39,771,FL
"20060501T000000",267000,39,772,AZ
"20060601T000000",297100,40,773,FL
"20061101T000000",357500,45,774,IL
"20060701T000000",257400,41,775,FL
"20060201T000000",248600,37,776,FL
"20060301T000000",231600,37,777,CT
